302580.694449487433303, 4124300.569956462830305
302585.125932143186219, 4124292.630216704215854
302589.926705020305235, 4124282.659380729310215
302591.865478682215326, 4124272.411577087827027
302593.342639567446895, 4124260.963580226991326
302592.881026790826581, 4124251.639002138283104
302592.511736569518689, 4124239.729392500594258
302592.78870423551416, 4124232.435910630505532
302592.973349346139003, 4124227.727460308931768
302592.696381680143531, 4124222.372752099763602
302592.511736569518689, 4124214.433012341614813
302592.142446348210797, 4124205.662369585130364
302592.234768903523218, 4124197.35333960596472
302592.050123792840168, 4124190.336825401056558
302592.142446348152589, 4124183.597278861794621
302592.142446348152589, 4124172.703217333182693
302592.23476890346501, 4124160.70128514058888
302592.23476890346501, 4124149.530255945865065
302592.142446348094381, 4124137.897613974288106
302592.05012379278196, 4124128.573035886045545
302591.773156126786489, 4124118.602199910208583
302591.957801237469539, 4124111.585685705300421
302592.604059124772903, 4124100.045366289559752
302592.881026790710166, 4124093.213497194927186
302592.696381680027116, 4124084.258209327701479
302592.973349346022587, 4124077.79563045501709
302592.788704235339537, 4124069.394277920015156
302592.696381680027116, 4124058.315571280196309
302592.973349346022587, 4124044.744155647233129
302592.973349346022587, 4124027.941450577694923
302593.15799445664743, 4124010.492487621027976
302593.15799445664743, 4124001.075586977414787
302592.696381680027116, 4123991.012428446672857
302591.957801237469539, 4123981.964818024542183
302591.034575684170704, 4123972.547917380928993
302589.372769688256085, 4123965.069790399167687
302586.233802807168104, 4123954.452696535736322
302582.910190815338865, 4123945.959021445829421
302580.971417153428774, 4123941.065926013980061
302577.093869829666801, 4123932.202960702124983
302569.154130071343388, 4123916.138836075086147
302562.968518864305224, 4123903.952258771751076
302557.983100876619574, 4123895.08929346036166
302554.105553552799392, 4123887.241876257583499
302550.320328784291632, 4123879.671426720917225
302546.165813794534188, 4123871.36239674128592
302544.504007798619568, 4123870.069880966097116
302543.580782245320734, 4123869.331300524063408
302542.103621360089164, 4123866.100011087488383
302539.887880032183602, 4123861.760850986931473
302537.025880816974677, 4123857.329368331469595
302533.332978603837546, 4123850.405176681466401
302529.917044056695886, 4123843.757952698040754
302524.377690736961085, 4123836.649115937761962
302521.608014077180997, 4123830.001891953870654
302518.746014861972071, 4123823.81628074683249
302514.222209650964942, 4123816.615121432114393
302509.329114218533505, 4123807.567511009983718
302504.897631562780589, 4123799.997061472851783
302499.727568464470096, 4123792.426611935254186
302495.111440697975922, 4123783.009711291640997
302491.69550615089247, 4123775.808551976457238
302491.88015126157552, 4123775.623906865715981
302491.88015126157552, 4123775.623906865715981
302492.249441482883412, 4123775.808551976457238
302492.249441482883412, 4123775.808551976457238
302492.249441482883412, 4123775.808551976457238
302492.157118927512784, 4123775.623906865715981
302492.157118927512784, 4123775.716229421086609
